text,link
"The Amtrak derailment near Tacoma, Wash., that killed three people last week may well have been partly the individual failure of an engineer who was going much too fast. It was also, however, yet another demonstration of this country’s collective, continuing failure to invest in infrastructure. Though their inquiries are not complete, investigators have determined that the train, which was going from Seattle to Portland, Ore., was traveling at 78 miles per hour as it approached a turn that has a 30-m.p.h. speed limit. The circumstances are eerily similar to a 2015 Amtrak crash near Philadelphia in which eight people were killed when a train derailed as it sped through a sharp curve. In both cases, the trains were operating without the benefit of a system known as positive train control, which can automatically slow down or stop a train when human operators fail to do so. This technology is not some hot new thing. The National Transportation Safety Board has been recommending it for nearly half a century. For various reasons — including bureaucratic inertia and penny-pinching — many railroads still don’t have functioning systems in place. In 2008, after a rail accident in California killed 25 people, Congress required all railroads to install positive train control by the end of 2015. But after many railroads complained that they were not close to completing the task, lawmakers in late 2015 gave them another three years to comply. They also allowed the Department of Transportation to grant extensions of an additional two years on a case-by-case basis if railroads achieved certain milestones. While some railroads like Metrolink in Southern California now use the technology, many railroads, including New Jersey Transit, have made far too little progress, according to the Federal Railroad Administration. The industry, which includes many private freight railroads, clearly deserves much of the blame for dragging its feet. But so do federal and state governments, which have not only failed to push the industry harder but have never appropriated enough money to allow public transit agencies to upgrade their systems or held railroad officials accountable for delays. Amtrak says most of its Northeast Corridor has a functioning positive train control system, but that is not true across its national network, which includes track and equipment that is owned and has to be updated by other companies and agencies. ",https://www.nytimes.com/2017/12/24/opinion/amtrak-derailment-seattle.html?searchResultPosition=99
"MONTGOMERY, Ala. — Even before a defiant Roy S. Moore stood at a lectern this month and refused to concede the Alabama Senate race, one political reality was clear: An extraordinary turnout among black voters had helped push Doug Jones to a rare Democratic victory in this state. That turnout, in which registered black voters appeared to cast ballots at a higher rate than white ones, has become the most recent reference point in the complicated picture about race and elections laws. At issue, at a time when minorities are becoming an increasingly powerful slice of the electorate, is how much rules like Alabama’s voter ID law serve as a brake on that happening. The turnout by black voters in Alabama raises a question: Did it come about because voting restrictions were not as powerful as critics claim or because voters showed up in spite of them? Whether blacks and other minorities vote has become an evermore crucial element in the national political calculus. Minority voters, who lean overwhelmingly Democratic, were 29 percent of eligible voters in 2012 and 31 percent in 2016; by 2020, the figure is expected to rise to nearly 34 percent. LaTosha Brown, an Alabama native and a founder of the Black Voters Matter Fund, which backed voter-mobilization efforts in the Senate contest, said the impact of voter suppression in Alabama was real, but that the policies were sometimes a motivating factor. ",https://www.nytimes.com/2017/12/24/us/alabama-voting-blacks-.html?searchResultPosition=110
"“You all just got a lot richer,” Trump reportedly told guests at Mar-a-Lago. But Republicans will nonetheless keep insisting that the corporate tax cut that is the main item in the tax bill is really for the benefit of workers. They will be aided in this claim by some recent corporate announcements of bonuses or wage hikes that they attribute to the tax cut. It’s nonsense, of course. Think of the motivation: lots of companies are raising wages at least a bit in the face of tight labor markets; pretending that it’s because of the tax cut is a cheap way to curry favor with an administration that has no hesitation about using regulatory and antitrust decisions to reward friends and punish enemies. It’s basically Carrier all over: make a Trump-friendly splash by declaring that he persuaded you to save jobs, then lay off lots of workers after the cameras have moved on. But there’s a larger point here: even if you believe economic analyses that suggest corporate tax cuts are good for wages, it shouldn’t happen right away. Any trickle-down should come about because the tax cuts lead to higher investment, which leads over time to a larger capital stock – and it’s the increase in the capital stock, which may take many years, that leads to the wage rise. I keep finding it helpful to use a diagram representing the economy corporate tax-cutters imagine we have: a one-sector economy with no monopoly power, open to inflows of foreign capital. (Adding the reality of monopoly rents, noncorporate capital, and nontraded goods all reduce the extent of trickle-down.) This stylized economy looks like Figure 1: The downward-sloping line is the marginal product of capital, which is equal (in this model) to the pre-tax rate of return r. The after-tax return is r(1-t), where t is the tax rate. ",https://www.nytimes.com/2017/12/24/opinion/trickle-down-not-now-and-not-for-a-while-at-best-wonkish.html?searchResultPosition=109
"WASHINGTON — After a halting start, the Republican-controlled 115th Congress — sometimes in collaboration with President Trump, often despite him — has enacted surprisingly far-reaching conservative achievements in its first year, among them a long-promised rewrite of the tax code, oil drilling in the Arctic and a series of lifetime appointments to the judiciary. For the new year, Republican leaders in the House have their sights on decades-old programs for the poor that they say are too easily exploited by those who do not need them. Mr. Trump is expected to move forward with a long-promised program to rebuild roads, bridges and other infrastructure. And Senator Mitch McConnell of Kentucky, the Republican leader, is speaking gamely of bipartisanship, especially on legislation to protect young undocumented immigrants brought to the country as children, whose Obama-era protection from deportation will run out in March. On Jan. 20, the latest stopgap spending measure expires, giving lawmakers from both parties another chance to force resolutions on outstanding immigration and health care measures, along with efforts to raise caps on military and domestic spending. And an $81 billion package of relief for hurricane and wildfire victims that passed the House last week awaits Senate action. “I don’t think most of our Democratic colleagues want to do nothing, and there are areas, I think, where we can get bipartisan agreement,” Mr. McConnell told reporters on Friday. But all of those plans will play out in an election year that is shaping up as a referendum on Mr. Trump, whose historically low approval ratings could deflate any Republican overtures to Democrats not anxious to boost the president. ",https://www.nytimes.com/2017/12/24/us/politics/congress-2017-conservative-courts-taxes-trump.html?searchResultPosition=107
"WASHINGTON — Representative Pete Sessions, a veteran Republican, was re-elected to his affluent Dallas-area House seat in 2016 with 71 percent of the vote, the remaining 29 percent split between the Libertarian and Green Party candidates. Hillary Clinton won the district by three percentage points, but no Democratic candidate even showed up to ride her coattails. In 2018, there will be 10. Federal Election Commission filings show that if a wave crashes on the Republican House majority in November, as many have predicted, Democratic surfers will be on their boards to catch it. Nearly a year out from the election, Democratic candidates have filed in all but 20 House districts held by Republicans. By comparison, Democrats in 80 districts do not have a Republican opponent for their seat. The Democrats are not just filing to run in districts where Mrs. Clinton performed well. They are also running for conservative seats that were uncontested in 2016 and where Republicans remain heavy favorites, in states like Texas, Arkansas and Nebraska. Four Democrats — a farmer, a soccer coach, an immigration lawyer and a health care consultant — are on the primary ballot in Illinois’ 16th District, a C-shaped district outside Chicago running from Wisconsin to the Indiana border. The Republican incumbent, Representative Adam Kinzinger, ran unopposed in 2016, when President Trump won the district by 17 points. Mr. Kinzinger is not high on anyone’s endangered list. ",https://www.nytimes.com/2017/12/24/us/democrats-house-control-2018-midterms.html?searchResultPosition=106
"The Trump administration is scaling back the use of fines against nursing homes that harm residents or place them in grave risk of injury, part of a broader relaxation of regulations under the president. The shift in the Medicare program’s penalty protocols was requested by the nursing home industry. The American Health Care Association, the industry’s main trade group, has complained that under President Barack Obama, federal inspectors focused excessively on catching wrongdoing rather than helping nursing homes improve. “It is critical that we have relief,” Mark Parkinson, the group’s president, wrote in a letter to Mr. Trump in December 2016. Since 2013, nearly 6,500 nursing homes — four of every 10 — have been cited at least once for a serious violation, federal records show. Medicare has fined two-thirds of those homes. Common citations include failing to protect residents from avoidable accidents, neglect, mistreatment and bedsores. The new guidelines discourage regulators from levying fines in some situations, even when they have resulted in a resident’s death. The guidelines will also probably result in lower fines for many facilities. The change in policy aligns with Mr. Trump’s promise to reduce bureaucracy, regulation and government intervention in business. ",https://www.nytimes.com/2017/12/24/business/trump-administration-nursing-home-penalties.html?searchResultPosition=105
"After a year of high- and low-level attacks on the press and the First Amendment, there’s plenty to appreciate in Steven Spielberg’s new movie, “The Post,” which some people around here believe should be called “The Times.” With a focus on the as-yet-untested Washington Post publisher Katharine Graham, played by Meryl Streep, “The Post” tells the story of how portions of a classified government study about the Vietnam War made their way into her newspaper. The Post began to run stories based on the top-secret study — which provided evidence that the Nixon, Johnson and Kennedy administrations had lied to the public about the war effort and its chances for success — only after The New York Times published articles quoting from it in summer 1971. The Nixon administration challenged The Times aggressively, accusing it of violating the Espionage Act and winning a temporary court order that blocked the newspaper from publishing more of what became known as the Pentagon Papers. As it casts a journalism era of analog technology and smoky newsrooms in an idealistic light, the movie makes the point that leaking to the news media can be a principled act — a concept that is certainly in order at a time when President Trump and his anti-press supporters equate it with treason. Daniel Ellsberg, a former Marine and military analyst, brought the Pentagon Papers to The Times, and later to The Post, motivated by an all-American notion that the nation’s citizens had the right to know more about what was going on half a world away in a war financed by their tax dollars and fought by so many of their children. ",https://www.nytimes.com/2017/12/24/business/media/spielberg-post-media-trump.html?searchResultPosition=104
"A box filled with manure and addressed to Steven Mnuchin, the Treasury secretary, was left Saturday at his neighbor’s home in the upscale Bel-Air neighborhood of Los Angeles, the police told KNBC-TV. Helicopter footage from the station showed the manure spilling onto the ground after the authorities emptied the box, which was covered in Christmas wrapping paper. A Christmas card that referred to Mr. Mnuchin and President Trump was inside the package, which was labeled as coming from “the American people,” KABC-TV reported. The Los Angeles Police Department told the television station KTLA the package contained horse manure. The box raised suspicions and the bomb squad was called to investigate. A Police Department spokesman did not immediately respond to a request for comment on Sunday. Mr. Mnuchin, who was home at the time, “was made aware of the situation” but was not in immediate danger, Rob Weise, a watch commander with the Police Department, told KNBC. A Secret Service spokesman told The Associated Press that the agency was aware of the episode but declined to comment further. Mr. Mnuchin, a former hedge fund manager and Hollywood film financier, was confirmed in February as Treasury secretary and helped plan and pitch Mr. Trump’s tax plan. During his time in office, he has come under fire for flying at taxpayer expense on military aircraft for trips that cost more than $800,000. The Treasury Department’s Inspector General reviewed the air travel after Mr. Mnuchin’s wife, Louise Linton, posted a photo on Instagram in August of the couple leaving a government airplane and highlighting  the high-end luxury brands she was wearing. ",https://www.nytimes.com/2017/12/24/us/steve-mnuchin-christmas-manure.html?searchResultPosition=103
"NASHVILLE — At least since Martin Luther nailed his theses to the church door in 1517, Christians have disagreed on what Jesus calls them to do in the name of faith. There are nearly 34,000 Christian denominations worldwide, a number that doesn’t account for American Christians — nearly one in six, according to a Gallup poll last summer — who belong to no denomination at all. But as lively as Christian debate can be, the special Senate election in Alabama has exposed how closely conservative Christianity is now in lock step with the Republican Party. I grew up in Alabama, and I don’t doubt the sincerity of my fellow believers on the other side of the political aisle, but when faithful Christians vote for a man credibly accused of child molesting, something is terribly wrong with Christianity. (With white Christianity, that is: Black Christians overwhelmingly supported the Democratic candidate, Doug Jones.) Eighty percent of white born-again Christians voting in Alabama backed Roy Moore, and there is no skirting the damage they’ve done to their own moral standing. The day of the election, the editor in chief of Christianity Today, Mark Galli, identified the biggest loser in Alabama: Christian faith itself. From now on, Mr. Galli wrote, “When it comes to either matters of life and death or personal commitments of the human heart, no one will believe a word we say, perhaps for a generation.” Christianity presents a conundrum for evangelicals considering a monstrous political candidate who is also a Christian. The very foundation of our faith lies in the infinite mercy of a loving God, and it’s hard for an ordinary sinner to cast the first stone. Last year I asked an evangelical friend how she could bring herself to support a presidential candidate like Donald Trump, whose behavior is so at odds with her own. “He says he’s changed,” she said, “and I believe in God’s redemption. If I didn’t, how could I get out of bed in the morning?” I believe in redemption myself, though if I were in charge I think I’d be looking for evidence of repentance, too. And I’d be asking why people so deeply invested in redemption also tend to be so deeply invested in sending their fellow human beings to death row. But I’m trying to understand the country I’ve found myself in since last year’s election, and these days I look hard for common ground. It isn’t easy to find. In her new book “Moral Combat: How Sex Divided American Christians and Fractured American Politics,” R. Marie Griffith explains the divide between liberal and conservative Christians as a casualty of “the sex wars” — disagreements over women’s rights, birth control, abortion and L.G.B.T. issues. By the time the Supreme Court’s Obergefell v. Hodges decision legalized same-sex marriage in 2015, she writes, “the rupture between Christian antagonists in the sex wars felt irremediable: one could plausibly argue that Christianity had flat out split into two virtually nonoverlapping religions.” ",https://www.nytimes.com/2017/12/24/opinion/christians-christmas-faith-politics.html?searchResultPosition=102
"Ten years ago, a family arrived in the Bronx from Yaoundé, Cameroon, not speaking a word of English. This Christmas, they are celebrating a feat that would be impressive for any family: Three of the family’s five daughters have been accepted to Ivy League universities. In a year in which our nativist president would have you believe that immigrants are, at best, a job-stealing drain and at worst, criminals, rapists and people with AIDS, these three remarkable sisters are worth paying attention to. Not just because they are inspiring — they are — but because they are far better ambassadors for this country and exponents of its ideals than the 45th president. “We brought the girls to this country because there are better opportunities here,” says Flore Kengmeni, their mother, who works as a nurse. “I don’t know of another country where you can try hard, work hard and get somewhere. Where you are given the opportunity to fulfill your potential.” “This country is built on immigrants,” Francois de Paul Silatchom, their father, a professor of economics at SUNY, starts to say, before his middle daughter, Ella, a sophomore at Yale, interjects: “Our experience as a family is what America is.” That experience is marked by hard work, optimism, resilience and a persistent sense of gratitude even to have the opportunity. All three girls admit it wasn’t easy. They recall sitting in class during their first year in America and not understanding what their teachers and classmates were saying. They remember being made fun of, but not really knowing why. ",https://www.nytimes.com/2017/12/24/opinion/trump-african-immigrants-ivy-league.html?searchResultPosition=101
