text,link
"The Showtime political documentary series “The Circus” is set to return in April, minus its most recognizable star: Mark Halperin, the high-flying journalist whose career was felled last year by allegations of sexual harassment and sexual assault. Replacing Mr. Halperin will be Alex Wagner, a CBS News anchor and former MSNBC host. She will join two of the original hosts, the writer John Heilemann, Mr. Halperin’s longtime professional partner, and Mark McKinnon, a Stetson-sporting political consultant. “The Circus” is the only project linked to Mr. Halperin to survive the numerous allegations against him, including claims that he made unwanted sexual advances toward female co-workers at ABC News. Mr. Halperin lost his gig as a commentator at MSNBC, and Penguin Press canceled the next installment of “Game Change,” the lucrative franchise of campaign books he wrote with Mr. Heilemann. HBO, one of Showtime’s rivals, also canceled a planned “Game Change” movie about the 2016 presidential race. In a joint interview on Tuesday with his “Circus” co-hosts, Mr. McKinnon said he and David Nevins, Showtime’s chief executive, had discussed the future of the series shortly after the revelations about Mr. Halperin surfaced in October. “We all strongly believe that the success of the show is not based on the co-hosts — it’s based on the concept,” Mr. McKinnon said. “No one co-host was irreplaceable.” ",https://www.nytimes.com/2018/01/02/business/media/showtime-the-circus-halperin.html?searchResultPosition=107
"“I was an amateur boxer in my youth, and I’ve brought that fighting spirit with me to Washington. But every good fighter knows when to hang up the gloves. And for me, that time is soon approaching.” SENATOR ORRIN HATCH, the Utah Republican who announced that he would retire
at the end of the year. ",https://www.nytimes.com/2018/01/02/todayspaper/quotation-of-the-day-hatch-to-retire-opening-a-seat-for-trump-critic-romney-to-seek.html?searchResultPosition=109
"I have a New Year’s confession: I retweeted President Trump with approval, not something I had expected to do, especially on the subject of Iran. But Trump has been right to get behind the brave Iranian protesters calling for political and economic change. The tweet in question: These are the largest popular protests since the Iranian uprising in 2009 against a fraudulent election. I was in an enormous crowd (estimated in the millions) that marched from Tehran’s Enghelab (Revolution) Square to Azadi (Freedom) Square three days after the vote. Fear evaporated in that throng. I asked a young woman to whom I’d been talking what her name was. “My name is Iran,” she replied. The memory still gives me goose bumps. For a few days, the Islamic republic stood on a knife’s edge. I have often asked myself what would have happened if Mir Hussein Moussavi, the leader of the reformist Green Movement who was later placed under house arrest, had told that crowd to march on the seats of power in the name of the ballot box over theocratic whim. Signs of disarray were palpable before the regime led by Ayatollah Ali Khamenei cracked down through the thugs of the Basij militia. As I wrote at the time, “There’s nothing more repugnant than seeing women being hit by big men armed with clubs and the license of the state.” ",https://www.nytimes.com/2018/01/02/opinion/trump-right-iran-protest.html?searchResultPosition=110
"WASHINGTON — President Trump made his first “Crooked Hillary” Twitter post less than 48 hours into the new year on Tuesday, accusing a former Clinton aide of “disregarding basic security protocols,” and calling his own Justice Department a “deep state.” Attacking Hillary Clinton, his former Democratic opponent from the 2016 presidential election, and taking aim at his own Justice Department struck familiar tones for the new year. Almost 14 months after the election, Mr. Trump has kept up a regular drumbeat of attacks on Mrs. Clinton. Last year, Mr. Trump also criticized the Justice Department and Attorney General Jeff Sessions for not pursuing investigations of his political opponents. The Twitter post on Tuesday morning followed an article in The Daily Caller, a conservative publication that Mr. Trump closely monitors. The article said the aide, Huma Abedin, forwarded some government passwords to her private Yahoo email account in 2009, when Mrs. Clinton was secretary of state. Yahoo was hacked in 2013, which affected all three billion of its accounts. After the breach, the data was offered for sale by a hacking collective based in Eastern Europe. Mr. Trump also implored his administration to investigate Ms. Abedin. The term “deep state” typically refers to a shadow government of agency officials who secretly plot to influence policy; they are usually associated with countries that have authoritarian elements that undercut democratically elected leaders. On Friday, the State Department released about 3,000 of Ms. Abedin’s work-related emails. The emails were found on the laptop of Ms. Abedin’s now estranged husband, Anthony D. Weiner, and were released as part of a public records request. The emails found on Mr. Weiner’s computer are a sore spot for Mrs. Clinton. James B. Comey, the former F.B.I. director, had notified Congress shortly before the 2016 election about the existence of newly discovered emails that could be relevant to the closed investigation into Mrs. Clinton’s use of a private email server while secretary of state. Mrs. Clinton, in a book released last year, said Mr. Comey’s disclosure hurt her campaign’s momentum and helped Mr. Trump win the election. In his Twitter post, Mr. Trump also referred to the case of a Navy sailor who was jailed for taking pictures inside a military submarine. According to a report in Fox News, the sailor had hoped to receive a pardon from the president, but has not. ",https://www.nytimes.com/2018/01/02/us/politics/trump-clinton-aide-huma-abedin.html?searchResultPosition=108
"To the Editor: Re “How Not to Impeach” (Op-Ed, Jan. 2): Greg Weiner is correct that the process of impeachment must be conducted with “sobriety.” While it may still be “unclear” whether or not Donald Trump has committed impeachable offenses, if he has, there should be no question that impeachment is the “prudent political remedy.” It is naïve to think that it is possible, if the process confirms that impeachable offenses were committed, to “reconcile the public, including Mr. Trump’s base,” with his critics. We cannot ignore the simple truth that this base is unmoved by the irrefutable evidence that Mr. Trump, among other character flaws, is a proven liar and dangerous egomaniac and is the most unfit and unqualified president in our history. Yes, impeachment is a political process, but it is the responsibility of Congress, if warranted, to exercise one of its “most solemn” constitutional powers without regard to whether or not it can muster enough public opinion to give it cover. JAY ADOLF, NEW YORK ",https://www.nytimes.com/2018/01/03/opinion/impeachment.html?searchResultPosition=75
"To the Editor: Re “Trump’s North Korea Retort: My ‘Nuclear Button’ Is Bigger Than Yours” (news article, Jan. 3): A president who threatens nuclear war with a madman is a madman himself. It’s childish, it’s dangerous and it’s unconscionable. Add to that his provocative comments toward Pakistan (“Trump Threat to Curtail Aid Is Dismissed by Pakistan,” news article, Jan. 3), which are sure to increase, not decrease, the number of extremists coming out of that country. The ignorance of this administration is unfathomable. TOM GOODMAN, CHICAGO ",https://www.nytimes.com/2018/01/03/opinion/trump-korea-nuclear.html?searchResultPosition=73
"A Turkish banker was convicted on Wednesday of taking part in a billion-dollar scheme to evade American sanctions against Iran, in a case that painted a picture of high-level corruption in Turkey and heightened tensions between the United States and a NATO ally. Turkey’s president, Recep Tayyip Erdogan, was not charged in the indictment, but he seemed to loom over the Federal District Court case in Manhattan during the monthlong trial and even before it began. Testimony suggested that he had approved the sanctions-busting scheme. Mr. Erdogan and other Turkish officials had bitterly denounced the charges against the banker, Mehmet Hakan Atilla, and eight co-defendants, and repeatedly urged American officials to drop the case. Mr. Erdogan even took the matter up with President Trump. The case was followed closely in Turkey, where the government was already angry at the United States for giving shelter to a cleric Mr. Erdogan says was behind a coup attempt in 2016. Mr. Atilla, the deputy general manager for international banking at Halkbank, a Turkish state bank, was the only defendant to be tried. A co-defendant, Reza Zarrab, a wealthy gold trader, pleaded guilty shortly before the trial began and became the star prosecution witness. The seven other defendants are still at large. Mr. Atilla, 47, was described by prosecutors as a “fixer” who helped Iran circumvent the sanctions and gain access to billions of dollars of restricted petrodollar funds that were being held at the bank. ",https://www.nytimes.com/2018/01/03/world/europe/turkey-iran-sanctions-trial.html?searchResultPosition=74
"Good morning. Here’s what you need to know: • For the last two years, South Korean officials got urgent messages to the North by using a megaphone to shout across the border. No more. In a sudden thaw ahead of the Winter Olympics in the South, Pyongyang has reopened a telephone hotline so that the two nations can prepare for high-level talks. President Trump’s boast on Twitter that he has a “much bigger” and more powerful nuclear button than Kim Jong-un, the North’s leader, set off a torrent of concern on Twitter, and more than a few jokes. (To be clear, no one has a button.) _____ ",https://www.nytimes.com/2018/01/03/briefing/iran-nuclear-button-steve-bannon.html?searchResultPosition=72
"President Trump has vowed to block millions of dollars of funding for Palestinians, declaring on Twitter on Tuesday that they were “no longer willing to talk peace.” Much of that aid flows through the United Nations Relief Works Agency for Palestinian Refugees, or Unrwa. While Mr. Trump did not explicitly mention the agency, his ambassador to the United Nations, Nikki R. Haley, made it clear that the agency was being looked at. Asked specifically about Unrwa, Ms. Haley said: “He does not want to give any additional funding, or stop funding, until the Palestinians are agreeing to come back to the negotiation table.” Many have expressed concern about Ms. Haley’s remarks. What is Unrwa, and how would a cut in American aid affect its work with more than five million Palestinian refugees? The agency was set up in 1949 to provide humanitarian aid in the wake of the 1948 Arab-Israeli War, which left hundreds of thousands of Palestinians displaced in the Middle East. Unrwa was initially intended to be a temporary agency, but it has continued to provide support for Palestinian refugees for the better part of six decades. Palestinians are the only refugee group whose support is not handled under the broader mandate of the Office of the United Nations High Commissioner for Refugees. The agency has never been involved in peace negotiations and has instead focused its attention on humanitarian efforts throughout the Middle East in areas where the largest numbers of displaced Palestinians are concentrated. Israel has regularly feuded with the organization, as it rejects the Palestinian demand for a right of return for the refugees displaced by the Arab-Israeli conflict. ",https://www.nytimes.com/2018/01/03/world/middleeast/what-is-unrwa-and-what-would-it-mean-if-trump-cuts-its-funding.html?searchResultPosition=67
"WASHINGTON — The Federal Reserve has entered 2018 without a clear plan for raising its benchmark interest rate and with the added uncertainty of an imminent change in its leadership. An account of the Fed’s final meeting of 2017, which the central bank published Wednesday, said officials generally agreed that the Fed should continue to raise its benchmark rate in the new year. But Fed officials expressed a range of views about the frequency of future hikes. Six of the 16 officials on the Federal Open Market Committee predicted during the December meeting that the Fed would raise rates three times in 2018. But six officials predicted two hikes or fewer and four officials predicted the Fed would raise rates at least four times. The decision about how often to raise rates will be made under new management. The Fed’s chairwoman, Janet L. Yellen, plans to leave the Fed in early February; her nominated successor, the Fed governor Jerome H. Powell, is awaiting a Senate confirmation vote. Last year was the first since the 2008 financial crisis that the Fed articulated a clear plan for monetary policy and stuck with it. The central bank said it would raise rates three times and did exactly that, with the third hike coming in December. The decision at that meeting to raise the benchmark rate into a range between 1.25 percent and 1.5 percent reflected the Fed’s optimistic expectations for the economy, the account said. ",https://www.nytimes.com/2018/01/03/business/economy/fed-rate-increases.html?searchResultPosition=70
