text,link
"WASHINGTON — Congressional Republicans seeking to get some momentum for their efforts to overhaul the tax code before the August recess are expected to share some results of their months of deliberations this week, aides said on Wednesday. Talks between the top tax negotiators in the House, Senate, White House and Treasury Department have been taking place feverishly as Republican leaders work to develop a unified plan they can introduce in September. The principles that they agree upon, which could be announced Thursday or Friday, are not expected to offer much clarity on many of the most contentious debates that have been weighing on congressional leaders and the White House economic team as they try to bridge their differences. But the release will signal that important progress is being made on President Trump’s top legislative priority. The so-called “big six”— Paul D. Ryan of Wisconsin, the speaker of the House; Kevin Brady of Texas, the House Ways and Means Committee chairman; Mitch McConnell of Kentucky, the Senate majority leader; Orrin G. Hatch of Utah, the Senate Finance Committee chairman; Steven Mnuchin, the Treasury secretary; and Gary D. Cohn, the National Economic Council director — huddled again on Wednesday evening. Tax lobbyists will be watching closely for a number of important points: the top corporate and individual tax rates, taxation of small “pass through” businesses, deductibility of interest expenses and the controversial border adjustment tax proposal that would tax imports and let exports go untaxed. The announcement that is expected this week, which was reported earlier by Politico, could offer the clearest signal yet that all participants have agreed to abandon or drastically scale back the border tax idea. It has prompted a fierce backlash from retailers and energy companies since it was unveiled last summer, and even many House Republicans have expressed deep reservations. ",https://www.nytimes.com/2017/07/26/us/politics/taxes-republicans-congress-trump.html?searchResultPosition=68
"WASHINGTON — When President Trump was a candidate, he pledged his support for lesbian, gay, bisexual, transgender and queer people immediately after the mass shooting last summer at the Pulse nightclub in Orlando, Fla. “They have been through something that nobody could ever experience,” Mr. Trump said at an event in Manchester, N.H., on June 13, 2016, delivering a hastily drafted speech that was originally intended to be about Hillary Clinton. “Ask yourself who is really the friend of women and the L.G.B.T. community, Donald Trump with actions or Hillary Clinton with her words?” he said. “I will tell you who the better friend is, and someday I believe that will be proven out, big-league.” Such proof did not come on Wednesday. But the president’s words were repeated with anger and frustration by a number of gay rights advocates who were angered by Mr. Trump’s abrupt decision to bar transgender people from any military job. “We’re seeing the president’s true colors,” said Chad Griffin, president of the Human Rights Campaign. “This is who he is.” The new ban, which Mr. Trump announced on Twitter, startling some of his aides, was at odds with the speech he gave in New Hampshire. The day before, in Orlando, Omar Mateen, a security guard, had killed 49 people and wounded 58 in the name of the Islamic State. That Mr. Mateen was a Muslim and had targeted gay and lesbian clubgoers sent shock waves through two American minority communities that have been marginalized in the United States. ",https://www.nytimes.com/2017/07/26/us/politics/furious-gay-rights-advocates-see-trumps-true-colors.html?searchResultPosition=67
"WASHINGTON — For a week, some of President Trump’s top aides have tried to talk him down from his public campaign against Attorney General Jeff Sessions. It was exposing tensions within the administration, stirring consternation with the conservative base and setting off a revolt among Senate Republicans incensed over the treatment of a former colleague. Among those urging Mr. Trump to spare Mr. Sessions have been Reince Priebus, the White House chief of staff; Stephen K. Bannon, the president’s chief strategist; and Donald F. McGahn II, the White House counsel, according to officials who asked not to be named describing internal deliberations. For the White House, the attacks on the attorney general have touched off a serious problem on Capitol Hill when it did not need any other headaches. Senate Republicans who almost never link arms in unison against a president from their party formed a cordon around Mr. Sessions, making it clear that they neither concurred with nor would tolerate Mr. Trump’s repeated threats to the attorney general’s tenure. Senate leaders made clear they would block Mr. Trump from replacing Mr. Sessions if he tried to do so during the coming recess. “I would hope the public discussion of that would end immediately,” said Senator Bob Corker, Republican of Tennessee, who said he delivered the message directly to the White House. Those sentiments were echoed publicly by at least a dozen Republican senators, including their top two leaders, Mitch McConnell of Kentucky, the majority leader, and John Cornyn of Texas. Mr. Sessions’s removal, Mr. Cornyn said, would be “incredibly disruptive.” By Wednesday afternoon, just hours after the president’s latest broadside against the attorney general, several officials said they thought the storm had passed: Mr. Trump would let Mr. Sessions stay in office, at least for now. If he were going to fire the attorney general, they said, he would have already done so. But his anger was deep, they added, and nothing was certain when it came to the volatile president. Sharing the president’s frustration have been people in his family, some of whom have come under scrutiny in the Russia investigation. ",https://www.nytimes.com/2017/07/26/us/politics/white-house-aides-think-trump-will-let-sessions-stay-for-now.html?searchResultPosition=66
"WASHINGTON — President Trump abruptly announced a ban on transgender people serving in the military on Wednesday, blindsiding his defense secretary and Republican congressional leaders with a snap decision that reversed a year-old policy reviled by social conservatives. Mr. Trump made the declaration on Twitter, saying that American forces could not afford the “tremendous medical costs and disruption” of transgender service members. He said he had consulted generals and military experts, but Jim Mattis, the defense secretary, was given only a day’s notice about the decision. Mr. Trump elected to announce the ban in order to resolve a quietly brewing fight on Capitol Hill over whether taxpayer money should pay for gender transition and hormone therapy for transgender service members. The dispute had threatened to kill a $790 billion defense and security spending package scheduled for a vote this week. But rather than addressing that narrow issue, Mr. Trump opted to upend the entire policy on transgender service members. His decision was announced with such haste that the White House could not answer basic inquiries about how it would be carried out, including what would happen to openly transgender people on active duty. Of eight defense officials interviewed, none could say. “That’s something that the Department of Defense and the White House will have to work together as implementation takes place and is done so lawfully,” Sarah Huckabee Sanders, the White House press secretary, said. ",https://www.nytimes.com/2017/07/26/us/politics/trump-transgender-military.html?searchResultPosition=96
"LONDON — Scrambling to combat a growing air pollution crisis, Britain announced on Wednesday that sales of new diesel and gas cars would reach the end of the road by 2040, the latest step in Europe’s battle against the damaging environmental impact of the internal combustion engine. Britain’s plans match a similar pledge made this month by France, and are part of a growing global push to curb emissions and fight climate change by promoting electric cars. Carmakers are also adjusting, with Volvo notably saying recently that it would phase out the internal combustion engine in coming years and BMW deciding to build an electric version of its popular Mini car in Britain. But the shift to electric vehicles will be a gradual one, and the target set by Britain is less ambitious than efforts elsewhere. President Trump’s decision to withdraw the United States from the Paris climate accord has also dented optimism. Britain’s new clean air strategy, published on Wednesday, calls for sales of new gas and diesel cars and vans to end by 2040. The government will also make more than 200 million pounds, or $260 million, available for local governments to take short-term action, such as retrofitting buses, to reduce air pollution. “It is important that we all gear up for a significant change which deals not just with the problems to health caused by emissions but the broader problems caused in terms of accelerating climate change,” Michael Gove, the country’s environment secretary, said in an interview with the BBC. “We can’t carry on with diesel and petrol cars, not just because of the health problems that they cause, but also because the emissions that they cause would mean that we would accelerate climate change.” ",https://www.nytimes.com/2017/07/26/business/energy-environment/uk-diesel-petrol-emissions.html?searchResultPosition=97
"Good morning on this gorgeous Wednesday. If you haven’t recently stumbled upon a wedding party or two in our parks or streets, we’d be surprised. Wedding season is in full bloom. From whimsical cobblestone streets to romantic gardens to gritty alleyways, New York offers a romantic backdrop for any style of wedding photographs. We turned to Rangefinder Magazine, a publication dedicated to the world of professional wedding images, to find a few New York-based photographers to give advice. What are some of the best places in the city to take wedding or engagement photos? For a classic New York scene, the photographers suggested trying Grace Court Alley and Hunts Lane in Brooklyn Heights; the blocks where Barrow, Bedford and Commerce Streets meet in the West Village; or Freeman Alley by the Bowery. For a grittier feel, Cortlandt Alley in Chinatown (think “back alley in a superhero movie”) and Sackett Street near the Gowanus Canal were among the favorites. Where should engaged couples and newlyweds avoid? The answer among the photographers interviewed was unanimous: the High Line. ",https://www.nytimes.com/2017/07/26/nyregion/new-york-today-where-to-shoot-wedding-photos.html?searchResultPosition=98
"Starboard Value has already taken on Yahoo and Macy’s. Its next target: comScore, the media measurement company. The hedge fund has amassed a 4.9 percent stake in comScore, and has now sued to force it to schedule an annual meeting, something the company has failed to do for two years. ComScore has suffered financial troubles: Last year, it had to conduct an investigation into its financial statements. The inquiry led to the resignation of several executives and the company’s delisting from the Nasdaq stock market. The company hasn’t held an annual meeting since July 21, 2015. But it has appointed several directors since then without calling an election, meaning that eight of its 12 board members were not approved by investors. Starboard, which is led by Jeffrey Smith, has become a prominent activist in recent years. It accomplished the rare feat of ousting an entire board (at Darden, the owner of Olive Garden) and helped prod Yahoo into selling its core internet operations. Worth noting: 91 activist campaigns have called for a potential sale of a company so far this year, according to Reuters, more than double the number this time last year. ",https://www.nytimes.com/2017/07/26/business/dealbook/starboard-comscore-activism.html?searchResultPosition=99
"(Want to get this briefing by email? Here’s the sign-up.) Good morning. Here’s what you need to know: • Round 2 for health bill. A comprehensive plan to replace the Affordable Care Act fell far short of the votes it needed in the Senate on Tuesday night. Here’s how each senator voted. Hours earlier, Vice President Mike Pence cast the tiebreaking vote to start debate. Senator John McCain, who returned to the Capitol less than two weeks after brain surgery, implored his colleagues to work in a bipartisan manner. We look at the next steps in Republicans’ efforts to repeal the health law, which appeared all but doomed a week ago. Follow our live briefing as the legislative showdown continues today. • Trump bars transgender people from military. President Trump announced today that the U.S. would not “accept or allow” transgender people in the military, saying American forces “must be focused on decisive and overwhelming victory” and could not afford to accommodate them. ",https://www.nytimes.com/2017/07/26/briefing/republican-party-jeff-sessions-north-korea.html?searchResultPosition=100
"• The Senate on Wednesday afternoon rejected a proposal to repeal major parts of the Affordable Care Act without providing a replacement. Follow the live vote tracker to see how each senator voted. • President Trump lashed out Wednesday morning at Senator Lisa Murkowski of Alaska, one of two Republicans who voted on Tuesday against beginning debate on repealing the health law. • Blue Cross Blue Shield warns senators against repealing the mandate that almost everyone have insurance without something to take its place. The Senate on Wednesday rejected a measure that would have repealed major parts of the Affordable Care Act but would not have provided a replacement, signaling that the “clean repeal” bill that conservatives have embraced cannot get through Congress. The vote, 45-55, underscored the bind that Republican leaders have found themselves in. Seven Republicans voted against the measure — Senators Shelley Moore Capito of West Virginia, Susan Collins of Maine, Dean Heller of Nevada, John McCain of Arizona, Rob Portman of Ohio, Lamar Alexander of Tennessee and Lisa Murkowski of Alaska — showing that repealing the health law without an immediate replacement lacks crucial support among Republicans. ",https://www.nytimes.com/2017/07/26/us/politics/health-care-senate-vote.html?searchResultPosition=106
"WASHINGTON — Lisa Murkowski had heard enough. As President Trump pressed her and her fellow Senate Republicans last week to fall in line behind a repeal of the Affordable Care Act in the interest of party loyalty and protecting the Republican brand, she felt compelled to speak up. “With all due respect, Mr. President,” she said, according to some of the people at the private White House lunch, “I didn’t come here to represent the Republican Party. I am representing my constituents and the state of Alaska.” Mr. Trump did not appreciate the pushback. Ms. Murkowski was one of just two members of her party to vote against a critical procedural step on Tuesday. Afterward, Mr. Trump voiced his displeasure on Twitter: “Senator @lisamurkowski of the Great State of Alaska really let the Republicans, and our country, down yesterday,” he wrote Wednesday morning. “Too bad!” But it may be that it’s too bad for Mr. Trump, because he picked on someone unlikely to be rattled by his attack or by accusations that she deserted her fellow Republicans. Ms. Murkowski already survived a political near-death experience in 2010 when she lost a primary race to a Tea Party challenger and was essentially abandoned by the Republican Party. She won a stunning victory in a rare write-in campaign — and “Murkowski” is not all that easy to write in — returning to Washington still a Republican, but one with a well-defined independent streak and a reputation of fierce advocacy for her remote and sometimes overlooked state. ",https://www.nytimes.com/2017/07/26/us/politics/lisa-murkowski-health-care.html?searchResultPosition=70
