text,link
"WASHINGTON — Republicans took a critical step toward notching their first significant legislative victory since assuming full political control, as the House and Senate voted along party lines on Tuesday and into early Wednesday to pass the most sweeping rewrite of the tax code in decades. The $1.5 trillion tax bill, which is expected to head to President Trump’s desk in the coming days, will have broad effects on the economy, making deep and lasting cuts to corporate taxes as well as temporarily lowering individual taxes. The endeavor was not without hiccups, however, as three small provisions in the final tax bill agreed to by the House and Senate were found by the Senate parliamentarian to violate the budget rules that Republicans must follow to pass their bill through a process that shields it from a Democratic filibuster. As a result, the bill changed slightly in the Senate, and the House will now need to vote on it again since both chambers must approve identical legislation. Among the items that were deemed out of order was the title of the bill: the Tax Cuts and Jobs Act. The approval of the bill in the House and Senate came over the strenuous objections of Democrats, who have accused Republicans of giving a gift to corporations and the wealthy and driving up the federal debt in the process. As the final vote approached in the Senate, Chuck Schumer of New York, the Democratic leader, gave his closing argument against the bill and scolded his Republican colleagues for talking during his remarks on the floor. ",https://www.nytimes.com/2017/12/19/us/politics/tax-bill-vote-congress.html?searchResultPosition=106
"At the end of this banner stock market year, you can bet that major business publications will be naming their investor of the year. You can stop now. I have the winner, and nobody is even close when it comes to his total return on investment: Vladimir Putin, the Russian president. A recent report in The Washington Post, quoting intelligence sources, said Putin may have spent less than $500,000 to hack our last election and help (though Hillary helped much more) Donald Trump become president. And Putin’s payoff is Trump’s first year: a president who is simultaneously eroding some of our most basic norms, undermining some of our most cherished institutions and enacting a mammoth tax bill that will not make America great again. If you assume, as I do, that Putin wants to see an America that is not an attractive model for his own people or others to emulate, and that he wants an America run by a chaos president who cannot lead the West, then Trump is his dream come true, whether or not there was any collusion between them. So Vladimir Putin, come on up! You’re my Investor of the Year. You’re the Warren Buffett of geopolitics. Just do the math: On norms, we’ve grown numb to a president who misleads or outright lies every day. Different newspapers measure this differently. The Washington Post says Trump has averaged 5.5 false or misleading claims every day in office, putting him on pace for 1,999 in his first year. According to The Times, Barack Obama told 18 “distinct falsehoods” over his entire eight-year presidency, while Trump, in his first 10 months in office, “has told 103 separate untruths, many of them repeatedly.” Given the power of the president to shape our public discourse, it’s chilling to imagine what four years and 8,000 lies or misleading statements from Trump will do to trust in government in America — and how deeply that will filter into society, giving permission to anyone and everyone to lie with impunity. ",https://www.nytimes.com/2017/12/19/opinion/merry-christmas-vladimir-your-friend-donald.html?searchResultPosition=107
"WASHINGTON — With more and more states running out of money for the Children’s Health Insurance Program, parents took their case to Capitol Hill on Tuesday, pleading with Congress to provide money before their sons and daughters lose health care and coverage. But the program, known as CHIP, which insures nearly nine million children, took a back seat as lawmakers raced to pass a $1.5 trillion tax cut. CHIP’s fate, it appears, is now caught up in a messy fight over an end-of-the-year deal on spending that must be struck by Friday to avert a government shutdown. “CHIP is being used as a pawn in larger debates and negotiations,” Linda Nablo, the chief deputy director of the Virginia Department of Medical Assistance Services, said Tuesday in an interview. “It has fallen victim to the dysfunction and partisanship in Congress. And we are getting very close to the point where some children will also be victims.” Virginia sent letters last week to parents of 68,000 children warning them that CHIP coverage would end on Jan. 31 unless Congress took action. Congress has known since April 2015 that funds for the popular children’s insurance program — created and sustained for two decades with bipartisan support — would expire this year at the end of September. The Senate Finance Committee approved a five-year extension of funding for the program in early October, but did not specify how to pay for it — and Republicans insist that it must be paid for. The House passed a bill to provide five years of funds in early November, but those funds would come from public health programs set up under the Affordable Care Act and an increase in premiums for affluent Medicare beneficiaries, provisions that are unacceptable to most Democrats. House Republicans plan to send those same provisions to the Senate again this week as part of a stopgap spending bill, knowing they will be killed. ",https://www.nytimes.com/2017/12/19/us/politics/chip-childrens-health-insurance-program-congress.html?searchResultPosition=108
"WASHINGTON — The sting of failure on health care still lingered in the Senate on Aug. 3, when Mitch McConnell, the majority leader, summoned the Republican members of the Budget Committee to his office. We need to pass a tax bill this fall, Mr. McConnell told his colleagues, and we need a budget that allows us to do that. There was no dissent. Within two months, party leaders had hammered out a budget that steamrolled their previous concerns over adding to the federal budget deficit, in order to pave the way for $1.5 trillion in tax cuts. In rapid order, the budget passed the Senate, then the House, putting Republicans on track to deliver a tax bill at breakneck speed to President Trump’s desk by Christmas. The $1.5 trillion bill represents the most sweeping overhaul of the United States tax code in decades, delivering deep and permanent cuts to corporations and temporary tax cuts to individuals. Early Wednesday morning, Republicans claimed victory as the Senate voted 51-48 to pass the bill, which the House passed on Tuesday 227 to 203. But in many ways, the bill represents a political and economic gamble for Republicans. A majority of Americans oppose it, and relatively few believe they will benefit personally from it, polls show. Economic analyses predict it will add more than $1 trillion to budget deficits over the next decade, an amount that would betray the party’s longstanding messaging that mounting federal debt will sap economic growth. Republicans spurned those concerns, rallying around what has been the animating ideology of their party since the Reagan era: that tax cuts will drive faster growth and national prosperity. More immediately, they followed an overwhelming desire to notch a legislative “win” for the president, their donors, the restless voters of their party base and for their own political fortunes. There were crucial steps that ensured passage, including a deficit bargain struck between Senators Patrick J. Toomey and Bob Corker in September, pressure from Mr. Trump on a controversial push to tweak retirement savings in the bill and, in the Senate, an early and crucial endorsement from John McCain of Arizona, the Republican wild card whose late defection killed the health care bill. ",https://www.nytimes.com/2017/12/19/us/politics/republican-tax-bill.html?searchResultPosition=105
"WASHINGTON — The Heritage Foundation, the conservative think tank that has influenced Republican White Houses and shaped conservative policy since the 1970s, named a new president on Tuesday who has deep ties to the party’s social conservative and evangelical Christian wing as it moved to steady itself after a year of internal turmoil. Kay Coles James, who served in the administrations of Ronald Reagan, George Bush and George W. Bush, will fill the vacancy left this year when Heritage’s board unexpectedly removed Jim DeMint, the former senator from South Carolina who became a leading practitioner of the uncompromising, no-apologies style of conservatism that characterized the Tea Party revolt. If Mr. DeMint’s appointment in 2013 was a sign that Heritage was embracing the grass-roots energy that had proved so disruptive to the Republican Party, naming Ms. James was an acknowledgment that many inside the organization believe Heritage had strayed from its mission of acting as the intellectual and policy guide star for conservatives. Like other institutions that had grown comfortable in their roles as fixtures of the political establishment, Heritage has struggled to find a meaningful role for itself in President Trump’s Washington. Some inside the group complained that it had little influence in shaping debates on Capitol Hill that conservatives should have been far better prepared for — like the struggle over repealing the Affordable Care Act. And a few of Heritage’s largest donors and board members like Rebekah Mercer, whose family helped finance Mr. Trump’s campaign, agitated for change, arguing that the group was squandering its opportunity to lead at a time when Republicans controlled the House, Senate and White House. Inside the organization, people viewed Ms. James as a safe choice who, while unlikely to resolve the tensions over Heritage’s direction, would not make them any worse. ",https://www.nytimes.com/2017/12/19/us/politics/heritage-foundation-kay-cole-james.html?searchResultPosition=109
"Donald Trump has often been described as the second coming of P. T. Barnum, the legendary 19th-century showman. Biographers, academics and journalists have embraced this idea, as have members of Mr. Trump’s family. “He is P. T. Barnum,” his sister once said. With a movie opening on Wednesday that is loosely inspired by Barnum’s life — “The Greatest Showman,” starring Hugh Jackman — we’re likely to hear these comparisons again. Please: Barnum would be appalled by Mr. Trump. While they share some superficial similarities, it’s the differences that stand out. Phineas Taylor Barnum is a figure frequently invoked but rarely understood. He amassed a fortune promoting a bewildering range of popular entertainments: an elderly slave masquerading as George Washington’s nursemaid; a gifted Swedish opera singer, Jenny Lind, whom he turned into an international superstar; a half-monkey, half-fish masterpiece of taxidermy that he advertised as the FeeJee Mermaid; and other attractions, dubious and genuine. Many of these he exhibited at his American Museum in Lower Manhattan. Later, he took the show on the road, touring the world with his famous circus and sideshows. Barnum’s hyperbole, his willingness to bend the truth when promoting his entertainments, his artful manipulation of the press, never mind his participation in outright hoaxes, invite comparisons with Mr. Trump. Likewise, Barnum’s fondness for living large — he built a garish Moorish mansion he called “Iranistan” — calls to mind Mr. Trump’s gilded excesses. Both men became teetotalers; both went bankrupt, only to claw their way back to the top. And then, of course, there’s Barnum’s famous saying: “There’s a sucker born every minute.” Except that Barnum never said that or anything like it, though it was a popular saying among 19th-century con artists and flimflam men. As a showman, Barnum went to great lengths to distinguish himself from these swindlers. He believed that if he accepted customers’ hard-earned cash, he had to give them their money’s worth. “No one,” Barnum declared in his autobiography, “can say that he ever paid for admission to one of my exhibitions more than his admission was worth to him.” A patron of Barnum’s museum might dispute the authenticity of some exhibits. But visitors rarely, if ever, came away feeling shortchanged or cheated. ",https://www.nytimes.com/2017/12/19/opinion/trump-barnum.html?searchResultPosition=110
"“This has been a year of extraordinary accomplishment for the Trump administration.” SENATOR MITCH McCONNELL, Republican of Kentucky and the majority leader, praising the president, with whom he has often been at odds, at an event celebrating the passage of a $1.5 trillion tax overhaul. ",https://www.nytimes.com/2017/12/20/todayspaper/quotation-of-the-day-savoring-a-major-win-in-a-year-of-setbacks.html?searchResultPosition=55
"WASHINGTON — An end-of-the-year showdown that was once promised over delicate issues like immigration, health care and surveillance appeared to fizzle on Wednesday as key Republicans dropped their demands to shore up shaky health insurance markets and Democrats appeared to abandon their goal to force adoption of a measure protecting young undocumented immigrants from deportation. Instead, Congress moved toward a one-month punt that would keep the government funded into January and once again put off policy confrontations. As Republicans celebrated the passage of their tax overhaul at the White House with President Trump, the party’s leaders in the House and Senate worked behind the scenes to shape a stopgap spending measure to fund federal agencies and avert a government shutdown. Only days ago, Senator Susan Collins, Republican of Maine, said she would vote for the tax bill because she had secured a promise from the majority leader, Senator Mitch McConnell of Kentucky, to include two health care provisions to stabilize insurance markets in an end-of-the-year spending measure. On Wednesday, she dropped that demand and said she hoped it would be passed in early 2018. “It looks like the Christmas present of lower health insurance premiums will now have to be a Valentine’s Day present,” said Senator Lamar Alexander, Republican of Tennessee, who had joined Ms. Collins’s demand. Similarly, Senator Jeff Flake, Republican of Arizona, traded his vote on the tax bill, in part for a promise from Republican leaders to consider a deal to protect young immigrants brought into the United States as children, known as Dreamers. Mr. McConnell said on Wednesday that if negotiators could reach bipartisan agreement on the deal in January, he would put it to a full Senate vote. ",https://www.nytimes.com/2017/12/20/us/politics/congress-spending-bill-shutdown-stopgap.html?searchResultPosition=54
"WASHINGTON — The Supreme Court indicated on Wednesday that federal courts in California had moved too fast in ordering the Trump administration to disclose documents concerning its decision to end a program that protected some 800,000 young, undocumented immigrants from deportation. In an unsigned opinion, the justices instructed the lower courts to consider the administration’s arguments on two threshold legal issues before requiring that the documents be turned over. The administration contends that its decision to end the program, known as Deferred Action for Childhood Arrivals, or DACA, was within its lawful discretion and that the courts are in any event without jurisdiction to review the matter. “Either of those arguments, if accepted, likely would eliminate the need for the district court to examine a complete administrative record,” the Supreme Court’s opinion said. Should the courts reject those arguments, the opinion said, they should nonetheless consider requiring fewer documents to be produced and allow the administration to present arguments about whether particular documents are privileged. There were no noted dissents from Wednesday’s opinion, which appeared to be the product of compromise. That was in contrast to the Supreme Court’s first order in the case on Dec. 8, when the justices split 5 to 4 along ideological lines. The more conservative members of the court were in the majority, and they allowed the administration to temporarily shield the documents. The dispute arose in five consolidated lawsuits in California that accused administration officials of acting unlawfully when they abruptly rescinded the program. The plaintiffs include four states: California, Maine, Maryland and Minnesota. Judge William H. Alsup of the Federal District Court in San Francisco ordered the administration to turn over internal documents concerning its reasons for canceling the program. A divided three-judge panel of the United States Court of Appeals for the Ninth Circuit rejected the administration’s request to block Judge Alsup’s order, with the majority saying that the few documents provided by the administration had been inadequate in light of the magnitude of the decision to end the program. In an emergency application to the Supreme Court, the solicitor general, Noel J. Francisco, asked the justices to step in. He said Judge Alsup’s order was an “extraordinary departure from bedrock principles governing judicial review of federal agency action,” given the practical burdens it imposed and in its intrusion into the administration’s internal deliberations. In its opinion on Wednesday, the Supreme Court noted that the administration had produced just 256 pages of documents, of which “nearly 200 pages consist of published opinions from various federal courts.” In setting aside the Ninth Circuit’s ruling, the Supreme Court said it was not expressing any views on the merits of the dispute. ",https://www.nytimes.com/2017/12/20/us/politics/supreme-court-daca-documents.html?searchResultPosition=57
"When President  Trump adds his distinctive signature to the tax bill, he will also be making a huge bet that the Republican strategy of deep cuts for businesses and wealthy individuals will fuel extraordinary growth across the board. Perhaps more than any other American political leader, Mr. Trump knows that long shots, like his own presidential bid, sometimes pay off. In that vein, he and congressional Republicans are arguing that their bitterly contested and expensive rewrite of the tax code will ultimately create more jobs and raise wages. If they are proved correct, they will be repudiating not only historical experience, but most experts. From Congress’s own prognosticators to Wall Street’s virtuosos, scarcely any independent analyses project anything like the rosy forecasts offered by the president’s top economic advisers. To Mr. Trump and his allies, the normal models just do not fully capture the high-octane “rocket fuel” embedded in the tax plan. Mr. Trump intuitively understands just how much attitudes and expectations can shape economic decisions. With a businessman in the White House, Mr. Trump argues that companies, large and small, have a renewed faith in the economy. And the corporate tax cut, combined with the rollback in regulation, will prompt waves of new investment and hiring, as middle-class Americans liberally spend the extra money in their pockets. “We’re going to easily see 4 percent growth next year,” the National Economic Council director, Gary D. Cohn, said. Steven Mnuchin, the Treasury secretary, declared the tax plan would generate enough growth to more than pay for its $1.5 trillion cost. ",https://www.nytimes.com/2017/12/20/business/economy/tax-bill-economy.html?searchResultPosition=58
